--------- beginning of /dev/log/system
07-14 12:14:51.338 W/ActivityManager(  374):   Force finishing activity com.android.packageinstaller/.PackageInstallerActivity
07-14 12:14:51.580 W/ActivityManager(  374):   Force finishing activity com.pekall.emdm/.market.activity.AppListActivity
07-14 12:14:52.080 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42e8dd90 u0 com.android.packageinstaller/.PackageInstallerActivity}
07-14 12:21:28.158 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 374
07-14 12:21:30.377 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 12:21:30.432 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:21:30.432 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:21:30.518 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:21:30.526 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:21:30.698 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:21:30.698 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:21:30.776 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:21:30.783 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:21:30.783 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:21:30.783 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:21:30.783 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:21:30.783 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:21:30.783 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:21:30.799 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:21:31.158 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:21:31.158 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:21:31.166 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:21:31.166 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:21:31.166 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:21:31.166 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:21:31.166 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:21:31.174 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:21:31.174 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:21:31.174 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:21:31.182 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:21:31.182 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:21:31.182 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:21:31.182 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:21:33.533 I/ActivityManager(  374): No longer want com.google.android.apps.currents (pid 1105): empty for 1800s
07-14 12:21:33.549 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.currents/com.google.apps.dots.android.dotslib.service.AudioPlayerService in 5000ms
07-14 12:21:34.526 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.contacts.activities.PeopleActivity} from pid 3494
07-14 12:21:34.783 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.contacts.activities.DialtactsActivity (has extras)} from pid 3494
07-14 12:21:45.596 I/ActivityManager(  374): No longer want com.pekall.nmefc (pid 1958): empty for 1800s
07-14 12:21:45.612 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.nmefc/com.pekall.lib.push.PushService in 5000ms
07-14 12:21:48.237 I/ActivityManager(  374): No longer want com.google.android.apps.maps:GoogleLocationService (pid 835): empty for 1822s
07-14 12:21:48.260 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 12353ms
07-14 12:21:50.635 I/ActivityManager(  374): Start proc com.pekall.nmefc for service com.pekall.nmefc/com.pekall.lib.push.PushService: pid=4980 uid=10068 gids={50068, 1015, 1028, 3003}
07-14 12:21:51.627 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:21:52.549 I/WindowManager(  374): Screenshot Window{42ba5160 u0 com.pekall.emdm/com.pekall.emdm.contacts.activities.DialtactsActivity} was all black! mSurfaceLayer=21015 minLayer=21000 maxLayer=21015
07-14 12:21:52.776 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:21:52.948 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:21:57.588 I/ActivityManager(  374): No longer want com.google.android.setupwizard (pid 3252): empty #17
07-14 12:21:57.596 I/ActivityManager(  374): No longer want com.google.android.music:main (pid 2282): empty #18
07-14 12:21:57.612 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.music/.playback.MusicPlaybackService in 13002ms
07-14 12:22:00.635 I/ActivityManager(  374): Start proc com.google.android.apps.maps:GoogleLocationService for service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService: pid=5005 uid=10038 gids={50038, 3003, 1015, 1028}
07-14 12:22:01.502 I/ActivityManager(  374): Start proc com.google.android.apps.maps:FriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.android.ServiceReceiver: pid=5026 uid=10038 gids={50038, 3003, 1015, 1028}
07-14 12:22:01.612 W/ActivityManager(  374): Permission denied: checkComponentPermission() owningUid=10009
07-14 12:22:01.612 W/BroadcastQueue(  374): Permission Denial: broadcasting Intent { act=com.google.android.location.internal.server.ACTION_RESTARTED flg=0x10 } from com.google.android.apps.maps (pid=5005, uid=10038) is not exported from uid 10009 due to receiver com.google.android.gms/com.google.android.location.reporting.service.ExternalChangeReceiver
07-14 12:22:01.619 I/ActivityManager(  374): No longer want com.google.android.partnersetup (pid 3224): empty #17
07-14 12:22:01.627 I/ActivityManager(  374): Start proc com.google.android.apps.maps:LocationFriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.reporting.LocationReportingIntentReceiver: pid=5038 uid=10038 gids={50038, 3003, 1015, 1028}
07-14 12:22:01.768 I/ActivityManager(  374): No longer want com.google.android.configupdater (pid 3195): empty #17
07-14 12:22:06.533 I/ActivityManager(  374): No longer want com.dragon.android.pandaspace:bdservice_v1 (pid 1425): empty for 1802s
07-14 12:22:06.541 W/ActivityManager(  374): Scheduling restart of crashed service com.dragon.android.pandaspace/com.baidu.android.moplus.MoPlusService in 14068ms
07-14 12:22:10.635 I/ActivityManager(  374): Start proc com.google.android.music:main for service com.google.android.music/.playback.MusicPlaybackService: pid=5058 uid=10041 gids={50041, 3003, 1015, 1028}
07-14 12:22:20.635 I/ActivityManager(  374): Start proc com.dragon.android.pandaspace:bdservice_v1 for service com.dragon.android.pandaspace/com.baidu.android.moplus.MoPlusService: pid=5090 uid=10081 gids={50081, 1015, 3003, 1006, 1028}
07-14 12:22:30.471 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:22:30.471 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:22:30.471 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:22:30.471 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:22:30.479 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:22:30.487 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:22:30.487 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:22:30.862 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:22:30.869 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:22:30.869 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:22:30.869 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:22:30.869 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:22:30.869 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:22:30.869 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:22:39.955 I/PowerManagerService(  374): Waking up from sleep...
07-14 12:22:40.057 I/WindowManager(  374): Lock screen displayed!
07-14 12:22:42.229 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search >
07-14 12:22:42.369 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
07-14 12:22:42.416 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42f71310 attribute=android.view.inputmethod.EditorInfo@42fdb0c0, token = android.os.BinderProxy@42f55040
07-14 12:22:43.346 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 374
07-14 12:22:45.260 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 12:22:47.838 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.setting.SettingActivity} from pid 3494
07-14 12:22:49.143 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.setting.DevicesDetailsActivity} from pid 3494
07-14 12:23:04.041 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:23:04.846 I/WindowManager(  374): Screenshot Window{42baf2f8 u0 com.pekall.emdm/com.pekall.emdm.setting.DevicesDetailsActivity} was all black! mSurfaceLayer=21020 minLayer=21000 maxLayer=21020
07-14 12:23:05.198 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:23:05.346 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:23:25.666 I/PowerManagerService(  374): Waking up from sleep...
07-14 12:23:25.690 I/ActivityManager(  374): No longer want com.google.android.calendar (pid 3403): empty #17
07-14 12:23:25.705 I/WindowManager(  374): Lock screen displayed!
07-14 12:23:27.869 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search >
07-14 12:23:27.955 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
07-14 12:23:27.955 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42cca0e8 attribute=android.view.inputmethod.EditorInfo@42cca0f8, token = android.os.BinderProxy@4315b468
07-14 12:23:28.729 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 374
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:23:30.502 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:23:30.510 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:23:30.510 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:23:30.510 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:23:30.510 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:23:30.510 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:23:30.510 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:23:30.518 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:23:30.744 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 12:23:31.088 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:23:31.088 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:23:31.096 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:23:31.096 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:23:31.096 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:23:31.096 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:23:31.096 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:23:31.104 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:23:34.112 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.messagecenter.activity.MessageMainActivity} from pid 3494
07-14 12:23:48.987 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:23:49.908 I/WindowManager(  374): Screenshot Window{4313edf0 u0 com.pekall.emdm/com.pekall.emdm.messagecenter.activity.MessageMainActivity} was all black! mSurfaceLayer=21015 minLayer=21000 maxLayer=21015
07-14 12:23:50.127 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:23:50.307 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:24:30.612 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:24:30.612 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:24:30.612 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:24:30.612 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:24:30.612 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:24:30.619 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:24:30.619 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:24:30.619 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:24:30.619 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:24:30.619 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
